TABLE_DESC_THAI,UNIT1T,NOTE1T,SOURCE_THAI1,COMPILED_BY_THAI1,คุณภาพน้ำทะเล,ชายฝั่งทะเล,ปี,จำนวน
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    มาบตาพุด,2556,-
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    มาบตาพุด,2557,2.38 - 8.45
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    มาบตาพุด,2558,5.45 - 6.12
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดแม่รำพึง -  แหลมแม่พิมพ์,2541,3.5 - 5.7
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดแม่รำพึง -  แหลมแม่พิมพ์,2542,5.4 - 13.1
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดแม่รำพึง -  แหลมแม่พิมพ์,2543,4.1 - 8.1
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดแม่รำพึง -  แหลมแม่พิมพ์,2544,2.7 - 6.7
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดแม่รำพึง -  แหลมแม่พิมพ์,2545,         6.4 - 6.8
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดแม่รำพึง -  แหลมแม่พิมพ์,2546,6.1
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดแม่รำพึง -  แหลมแม่พิมพ์,2547,6.0-7.1
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดแม่รำพึง -  แหลมแม่พิมพ์,2548,6.3 - 8.6
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดแม่รำพึง -  แหลมแม่พิมพ์,2549,6.3 - 7.6
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดแม่รำพึง -  แหลมแม่พิมพ์,2550,6.2 - 7.9
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดแม่รำพึง -  แหลมแม่พิมพ์,2551,6.0 - 6.79
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดแม่รำพึง -  แหลมแม่พิมพ์,2552,5.83 - 6.64
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดแม่รำพึง -  แหลมแม่พิมพ์,2553,3.70-6.70
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดแม่รำพึง -  แหลมแม่พิมพ์,2554,4.97 - 7.51
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดแม่รำพึง -  แหลมแม่พิมพ์,2555,4.56-6.83
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดแม่รำพึง -  แหลมแม่พิมพ์,2556,4.46
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดแม่รำพึง -  แหลมแม่พิมพ์,2557,6.16 - 7.00
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดแม่รำพึง -  แหลมแม่พิมพ์,2558,5.53 - 6.26
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    จันทบุรี - ตราด,2541,3.1 - 6.4
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    จันทบุรี - ตราด,2542,5.5 - 8.4
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    จันทบุรี - ตราด,2543,5.5 - 9.9
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    จันทบุรี - ตราด,2544,2.4 - 7.7
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    จันทบุรี - ตราด,2545,         5.4 - 6.8
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    จันทบุรี - ตราด,2546,3.5-7.2
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    จันทบุรี - ตราด,2547,5.0-8.5
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    จันทบุรี - ตราด,2548,4.4 - 9.1
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    จันทบุรี - ตราด,2549,4.8 - 7.7
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    จันทบุรี - ตราด,2550,5.8 - 7.5
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    จันทบุรี - ตราด,2551,5.72 - 6.92
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    จันทบุรี - ตราด,2552,4.01 - 7.26
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    จันทบุรี - ตราด,2553,3.7 - 8.00
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    จันทบุรี - ตราด,2554,3.50 - 7.10
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    จันทบุรี - ตราด,2555,4.30-8.40
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    จันทบุรี - ตราด,2556,3.86 - 6.85
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    จันทบุรี - ตราด,2557,5.52 - 8.8
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    จันทบุรี - ตราด,2558,4.43 - 6.20
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    ปากน้ำระยอง,2556,4.24-5.73
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    ปากน้ำระยอง,2557,6.93 - 7.12
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    ปากน้ำระยอง,2558,5.53 - 5.68
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    ปากแม่น้ำประแสร์,2556,3.95-5.90
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    ปากแม่น้ำประแสร์,2557,5.95 - 6.37
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    ปากแม่น้ำประแสร์,2558,5.00 - 5.28
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    ท่าเรือประมง (ตลาดบ้านเพ),2556,5.15-6.38
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    ท่าเรือประมง (ตลาดบ้านเพ),2557,6.16 - 6.68
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    ท่าเรือประมง (ตลาดบ้านเพ),2558,5.35 - 5.58
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    แหลมแม่พิมพ์,2557,6.15 - 6.23
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    แหลมแม่พิมพ์,2558,6.18 - 6.5
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    เพชรบุรี,2541,2.0 - 6.8
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    เพชรบุรี,2542,2.2 - 7.1
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    เพชรบุรี,2543,6.1 - 7.8
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    เพชรบุรี,2544,2.4 - 7.6
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    เพชรบุรี,2545,         3.4 - 7.6
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    เพชรบุรี,2546,3.5-7.7
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    เพชรบุรี,2547,5.0-8.3
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    เพชรบุรี,2548,4.9 - 7.0
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    เพชรบุรี,2549,4.0 - 8.7
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    เพชรบุรี,2550,3.3 - 7.6
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    เพชรบุรี,2551,5.44 - 7.66
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    เพชรบุรี,2552,4.12 - 7.01
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    เพชรบุรี,2553,1.5-6.67
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    เพชรบุรี,2554,2.30 - 6.68
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    เพชรบุรี,2555,3.77-7.48
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    เพชรบุรี,2556,2.14-3.27
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    เพชรบุรี,2557,3.21 - 6.01
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    เพชรบุรี,2558,1.15 - 5.91
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดชะอำ,2541,4.3 - 7.1
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดชะอำ,2542,5.2 - 7.4
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดชะอำ,2543,6.0 - 7.7
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดชะอำ,2544,3.4 - 6.5
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดชะอำ,2545,         6.0 - 6.8
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดชะอำ,2546,6.1-6.4
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดชะอำ,2547,6.1-6.7
