location,คุณภาพน้ำทะเล,ปี,จำนวน,lat,lng
เพชรบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2542,2.2 - 7.1,12.9649215,99.6425883
เพชรบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2543,6.1 - 7.8,12.9649215,99.6425883
เพชรบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2544,2.4 - 7.6,12.9649215,99.6425883
เพชรบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2545,3.4 - 7.6,12.9649215,99.6425883
เพชรบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2546,3.5-7.7,12.9649215,99.6425883
เพชรบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2547,5.0-8.3,12.9649215,99.6425883
เพชรบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2548,4.9 - 7.0,12.9649215,99.6425883
เพชรบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2549,4.0 - 8.7,12.9649215,99.6425883
เพชรบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2550,3.3 - 7.6,12.9649215,99.6425883
เพชรบุรี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2541,"< 2 - 24,000",12.9649215,99.6425883
เพชรบุรี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2542,"7 - 24,000",12.9649215,99.6425883
เพชรบุรี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2543,"< 2 - 9,000",12.9649215,99.6425883
เพชรบุรี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2544,"2 - 9,000",12.9649215,99.6425883
เพชรบุรี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2545,"<2 - 16,000",12.9649215,99.6425883
เพชรบุรี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2546,"<2-5,000",12.9649215,99.6425883
เพชรบุรี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2547,"< 2-46,000",12.9649215,99.6425883
เพชรบุรี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2548,"< 2 - 35,000",12.9649215,99.6425883
เพชรบุรี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2549,"< 2 - 24,00",12.9649215,99.6425883
เพชรบุรี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2550,"2.0 - 5,000",12.9649215,99.6425883
เพชรบุรี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2551,"1.8 - 4,900",12.9649215,99.6425883
เพชรบุรี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2552,"<1.8 - 160,000",12.9649215,99.6425883
เพชรบุรี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2553,"<1.8-160,000",12.9649215,99.6425883
เพชรบุรี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2554,"33 - 1,700",12.9649215,99.6425883
เพชรบุรี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2555,"230-2,300",12.9649215,99.6425883
เพชรบุรี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2556,"49 - 4,600",12.9649215,99.6425883
เพชรบุรี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2557,<1 - 380,12.9649215,99.6425883
เพชรบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2541,2.0 - 6.8,12.9649215,99.6425883
เพชรบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2555,3.77-7.48,12.9649215,99.6425883
เพชรบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2556,2.14-3.27,12.9649215,99.6425883
เพชรบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2557,3.21 - 6.01,12.9649215,99.6425883
เพชรบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2558,1.15 - 5.91,12.9649215,99.6425883
เพชรบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2554,2.30 - 6.68,12.9649215,99.6425883
เพชรบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2553,1.5-6.67,12.9649215,99.6425883
ระนอง - พังงา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2546,<3-750,9.286013,98.302917
ระนอง - พังงา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2547,"23-> 2,400",9.286013,98.302917
ระนอง - พังงา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2548,"< 2 - 4,900",9.286013,98.302917
ระนอง - พังงา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2545,<2 - 80,9.286013,98.302917
ระนอง - พังงา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2550,"2.0 - 7,000",9.286013,98.302917
ระนอง - พังงา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2551,"1.8 - 1,600",9.286013,98.302917
ระนอง - พังงา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2552,"<1.8 - 160,000",9.286013,98.302917
ระนอง - พังงา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2549,"< 2 - 3,300",9.286013,98.302917
ระนอง - พังงา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2541,< 2 - 240,9.286013,98.302917
ระนอง - พังงา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2542,"< 2 - 2,400",9.286013,98.302917
ระนอง - พังงา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2543,"< 2 - 9,200",9.286013,98.302917
ระนอง - พังงา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2544,"2 - 1,700",9.286013,98.302917
ระนอง - พังงา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2541,5.7 - 7.6,9.286013,98.302917
ระนอง - พังงา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2542,6.3 - 6.9,9.286013,98.302917
ระนอง - พังงา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2543,6.0 - 6.9,9.286013,98.302917
ระนอง - พังงา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2544,2.1 - 7.3,9.286013,98.302917
ระนอง - พังงา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2545,3.0 - 8.3,9.286013,98.302917
ระนอง - พังงา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2546,6.2-6.6,9.286013,98.302917
ระนอง - พังงา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2547,5.2-6.8,9.286013,98.302917
ระนอง - พังงา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2548,4.0 - 6.8,9.286013,98.302917
ระนอง - พังงา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2549,2.9 - 7.6,9.286013,98.302917
ระนอง - พังงา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2550,3.8 - 7.7,9.286013,98.302917
ระนอง - พังงา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2551,3.20 - 128.60,9.286013,98.302917
ระนอง - พังงา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2552,3.88 - 6.92,9.286013,98.302917
ระนอง - พังงา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2553,4.70-7.25,9.286013,98.302917
ระนอง - พังงา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2554,3.27 - 7.30,9.286013,98.302917
ระนอง - พังงา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2555,4.29-6.20,9.286013,98.302917
ระนอง - พังงา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2556,5.71-8.28,9.286013,98.302917
ระนอง - พังงา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2557,4.19 - 7.25,9.286013,98.302917
ระนอง - พังงา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2558,2.05 - 7.43,9.286013,98.302917
ระนอง - พังงา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2556,"<1.8 - 4,900",9.286013,98.302917
ระนอง - พังงา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2553,"<1.8->160,000",9.286013,98.302917
ระนอง - พังงา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2554,"5 - 35,000",9.286013,98.302917
ระนอง - พังงา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2555,"<1.8-24,000",9.286013,98.302917
ระนอง - พังงา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2557,<1 - 140,9.286013,98.302917
ระนอง - พังงา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2558,"<1.8 - 4,900",9.286013,98.302917
แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2557,6.15 - 6.23,12.6490507,101.6205738
แหลมแม่พิมพ์,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2557,<1,12.6490507,101.6205738
แหลมแม่พิมพ์,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2558,130 - 540,12.6490507,101.6205738
แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2558,6.18 - 6.5,12.6490507,101.6205738
มาบตาพุด,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2545,<2,12.7050978,101.171274
มาบตาพุด,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2546,500,12.7050978,101.171274
มาบตาพุด,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2547,4,12.7050978,101.171274
มาบตาพุด,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2548,< 2,12.7050978,101.171274
มาบตาพุด,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2549,< 2 - 4,12.7050978,101.171274
มาบตาพุด,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2550,2.0 - 8.0,12.7050978,101.171274
มาบตาพุด,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2551,"1.8 - 1,700",12.7050978,101.171274
มาบตาพุด,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2552,"<1.8 - 1,600",12.7050978,101.171274
มาบตาพุด,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2553,<1.8-170,12.7050978,101.171274
มาบตาพุด,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2541,< 2 - 130,12.7050978,101.171274
มาบตาพุด,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2542,"< 2 - 2,400",12.7050978,101.171274
มาบตาพุด,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2543,"< 2 - 16,000",12.7050978,101.171274
มาบตาพุด,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2544,4 - 9,12.7050978,101.171274
มาบตาพุด,ปริมาณออกซิเจนละลายน้ำมก./ล.,2541,5.5 - 8.7,12.7050978,101.171274
มาบตาพุด,ปริมาณออกซิเจนละลายน้ำมก./ล.,2542,6.4 - 7.6,12.7050978,101.171274
มาบตาพุด,ปริมาณออกซิเจนละลายน้ำมก./ล.,2543,5.2 - 7.5,12.7050978,101.171274
มาบตาพุด,ปริมาณออกซิเจนละลายน้ำมก./ล.,2544,3.2 - 8.3,12.7050978,101.171274
มาบตาพุด,ปริมาณออกซิเจนละลายน้ำมก./ล.,2545,7.2,12.7050978,101.171274
มาบตาพุด,ปริมาณออกซิเจนละลายน้ำมก./ล.,2546,6,12.7050978,101.171274
มาบตาพุด,ปริมาณออกซิเจนละลายน้ำมก./ล.,2547,6.5-7.7,12.7050978,101.171274
มาบตาพุด,ปริมาณออกซิเจนละลายน้ำมก./ล.,2548,8.4 - 8.7,12.7050978,101.171274
มาบตาพุด,ปริมาณออกซิเจนละลายน้ำมก./ล.,2549,6.8 - 8.5,12.7050978,101.171274
มาบตาพุด,ปริมาณออกซิเจนละลายน้ำมก./ล.,2550,6.7 - 6.8,12.7050978,101.171274
มาบตาพุด,ปริมาณออกซิเจนละลายน้ำมก./ล.,2551,5.54 - 6.69,12.7050978,101.171274
มาบตาพุด,ปริมาณออกซิเจนละลายน้ำมก./ล.,2552,5.15 - 7.02,12.7050978,101.171274
มาบตาพุด,ปริมาณออกซิเจนละลายน้ำมก./ล.,2553,4.75-6.85,12.7050978,101.171274
มาบตาพุด,ปริมาณออกซิเจนละลายน้ำมก./ล.,2554,4.58 - 8.10,12.7050978,101.171274
มาบตาพุด,ปริมาณออกซิเจนละลายน้ำมก./ล.,2555,-,12.7050978,101.171274
มาบตาพุด,ปริมาณออกซิเจนละลายน้ำมก./ล.,2556,-,12.7050978,101.171274
มาบตาพุด,ปริมาณออกซิเจนละลายน้ำมก./ล.,2557,2.38 - 8.45,12.7050978,101.171274
มาบตาพุด,ปริมาณออกซิเจนละลายน้ำมก./ล.,2558,5.45 - 6.12,12.7050978,101.171274
มาบตาพุด,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2556,-,12.7050978,101.171274
มาบตาพุด,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2557,<1 - 29.5,12.7050978,101.171274
มาบตาพุด,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2554,"<1.8 - 35,000",12.7050978,101.171274
มาบตาพุด,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2555,-,12.7050978,101.171274
มาบตาพุด,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2558,"2.0 - 9,200",12.7050978,101.171274
สงขลา (หาดสมิหลา หาดสทิงพระ),แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2541,2 - 17,7.21640288,100.5972919
สงขลา (หาดสมิหลา หาดสทิงพระ),แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2542,< 2 - 350,7.21640288,100.5972919
สงขลา (หาดสมิหลา หาดสทิงพระ),แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2543,< 2 - 500,7.21640288,100.5972919
สงขลา (หาดสมิหลา หาดสทิงพระ),แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2544,<2 - 150,7.21640288,100.5972919
สงขลา (หาดสมิหลา หาดสทิงพระ),แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2558,<1.8 - 330,7.21640288,100.5972919
สงขลา (หาดสมิหลา หาดสทิงพระ),ปริมาณออกซิเจนละลายน้ำมก./ล.,2542,6.0 - 6.9,7.21640288,100.5972919
สงขลา (หาดสมิหลา หาดสทิงพระ),ปริมาณออกซิเจนละลายน้ำมก./ล.,2543,6.3 - 7.1,7.21640288,100.5972919
สงขลา (หาดสมิหลา หาดสทิงพระ),ปริมาณออกซิเจนละลายน้ำมก./ล.,2544,5.0 - 7.7,7.21640288,100.5972919
สงขลา (หาดสมิหลา หาดสทิงพระ),ปริมาณออกซิเจนละลายน้ำมก./ล.,2545,6.1 - 6.4,7.21640288,100.5972919
สงขลา (หาดสมิหลา หาดสทิงพระ),ปริมาณออกซิเจนละลายน้ำมก./ล.,2546,5.6-6.9,7.21640288,100.5972919
สงขลา (หาดสมิหลา หาดสทิงพระ),ปริมาณออกซิเจนละลายน้ำมก./ล.,2547,6.0-7.2,7.21640288,100.5972919
สงขลา (หาดสมิหลา หาดสทิงพระ),ปริมาณออกซิเจนละลายน้ำมก./ล.,2548,8.1 - 8.9,7.21640288,100.5972919
สงขลา (หาดสมิหลา หาดสทิงพระ),ปริมาณออกซิเจนละลายน้ำมก./ล.,2549,6.3 - 10.8,7.21640288,100.5972919
สงขลา (หาดสมิหลา หาดสทิงพระ),ปริมาณออกซิเจนละลายน้ำมก./ล.,2550,6.5 - 7.5,7.21640288,100.5972919
สงขลา (หาดสมิหลา หาดสทิงพระ),ปริมาณออกซิเจนละลายน้ำมก./ล.,2551,6.14 - 7.94,7.21640288,100.5972919
สงขลา (หาดสมิหลา หาดสทิงพระ),ปริมาณออกซิเจนละลายน้ำมก./ล.,2552,6.25 - 6.68,7.21640288,100.5972919
สงขลา (หาดสมิหลา หาดสทิงพระ),ปริมาณออกซิเจนละลายน้ำมก./ล.,2553,5.71-7.10,7.21640288,100.5972919
สงขลา (หาดสมิหลา หาดสทิงพระ),ปริมาณออกซิเจนละลายน้ำมก./ล.,2554,3.90 - 7.8,7.21640288,100.5972919
สงขลา (หาดสมิหลา หาดสทิงพระ),ปริมาณออกซิเจนละลายน้ำมก./ล.,2555,4.99-6.85,7.21640288,100.5972919
สงขลา (หาดสมิหลา หาดสทิงพระ),ปริมาณออกซิเจนละลายน้ำมก./ล.,2556,5.13-5.78,7.21640288,100.5972919
สงขลา (หาดสมิหลา หาดสทิงพระ),ปริมาณออกซิเจนละลายน้ำมก./ล.,2557,5.89 - 6.67,7.21640288,100.5972919
สงขลา (หาดสมิหลา หาดสทิงพระ),ปริมาณออกซิเจนละลายน้ำมก./ล.,2558,5.75 - 8.39,7.21640288,100.5972919
สงขลา (หาดสมิหลา หาดสทิงพระ),แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2549,< 2 - 13,7.21640288,100.5972919
สงขลา (หาดสมิหลา หาดสทิงพระ),แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2550,2.0 - 4.0,7.21640288,100.5972919
สงขลา (หาดสมิหลา หาดสทิงพระ),แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2551,1.8 - 30.0,7.21640288,100.5972919
สงขลา (หาดสมิหลา หาดสทิงพระ),แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2552,<1.8 - 540,7.21640288,100.5972919
สงขลา (หาดสมิหลา หาดสทิงพระ),แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2553,"<1.8-1,100",7.21640288,100.5972919
สงขลา (หาดสมิหลา หาดสทิงพระ),แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2554,79 - 330,7.21640288,100.5972919
สงขลา (หาดสมิหลา หาดสทิงพระ),แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2555,"<1.8 -2,300",7.21640288,100.5972919
สงขลา (หาดสมิหลา หาดสทิงพระ),แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2556,33 - 130,7.21640288,100.5972919
สงขลา (หาดสมิหลา หาดสทิงพระ),แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2557,<1,7.21640288,100.5972919
สงขลา (หาดสมิหลา หาดสทิงพระ),แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2545,<2,7.21640288,100.5972919
สงขลา (หาดสมิหลา หาดสทิงพระ),แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2546,<2-20,7.21640288,100.5972919
สงขลา (หาดสมิหลา หาดสทิงพระ),แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2547,<2-43,7.21640288,100.5972919
สงขลา (หาดสมิหลา หาดสทิงพระ),แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2548,< 2 - 240,7.21640288,100.5972919
สงขลา (หาดสมิหลา หาดสทิงพระ),ปริมาณออกซิเจนละลายน้ำมก./ล.,2541,4.2 - 6.6,7.21640288,100.5972919
ศรีราชา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2545,"110 - 5,000",13.1641308,100.9216588
ศรีราชา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2541,"350 - 3,300",13.1641308,100.9216588
ศรีราชา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2542,"79 - 2,400",13.1641308,100.9216588
ศรีราชา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2543,"4 - 11,000",13.1641308,100.9216588
ศรีราชา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2544,"43 - 9,000",13.1641308,100.9216588
ศรีราชา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2558,"46.0 - 2,400",13.1641308,100.9216588
ศรีราชา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2542,6.5 - 7.9,13.1641308,100.9216588
ศรีราชา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2543,6.6 - 8.0,13.1641308,100.9216588
ศรีราชา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2544,3.4 - 6.4,13.1641308,100.9216588
ศรีราชา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2545,5.8,13.1641308,100.9216588
ศรีราชา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2546,5.3-5.6,13.1641308,100.9216588
ศรีราชา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2547,3.3-6.9,13.1641308,100.9216588
ศรีราชา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2548,8.0 - 8.5,13.1641308,100.9216588
ศรีราชา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2549,7.2 - 8.5,13.1641308,100.9216588
ศรีราชา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2550,5.1 - 6.9,13.1641308,100.9216588
ศรีราชา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2551,5.49 - 5.8,13.1641308,100.9216588
ศรีราชา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2552,4.03 - 6.055,13.1641308,100.9216588
ศรีราชา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2553,4.60-5.44,13.1641308,100.9216588
ศรีราชา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2554,3.74 - 7.85,13.1641308,100.9216588
ศรีราชา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2555,4.92-6.57,13.1641308,100.9216588
ศรีราชา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2556,2.68-5.49,13.1641308,100.9216588
ศรีราชา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2557,3.75 - 7.30,13.1641308,100.9216588
ศรีราชา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2558,2.64 - 5.96,13.1641308,100.9216588
ศรีราชา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2549,27 - 920,13.1641308,100.9216588
ศรีราชา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2550,"500 - 1,600",13.1641308,100.9216588
ศรีราชา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2551,130 - 350,13.1641308,100.9216588
ศรีราชา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2552,"170  - 54,000",13.1641308,100.9216588
ศรีราชา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2553,"920-54,000",13.1641308,100.9216588
ศรีราชา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2554,"130 - 160,000",13.1641308,100.9216588
ศรีราชา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2555,"170-1,300",13.1641308,100.9216588
ศรีราชา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2556,13 - 79,13.1641308,100.9216588
ศรีราชา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2557,"<1 - 375,000",13.1641308,100.9216588
ศรีราชา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2541,4.0 - 6.6,13.1641308,100.9216588
ศรีราชา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2546,170-260,13.1641308,100.9216588
ศรีราชา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2547,"<2-7,000",13.1641308,100.9216588
ศรีราชา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2548,240 - 540,13.1641308,100.9216588
หาดกะรน กะตะ หาดไนยาง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2546,"<3-24,000",7.8438991,98.2936186
หาดกะรน กะตะ หาดไนยาง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2547,"23-11,000",7.8438991,98.2936186
หาดกะรน กะตะ หาดไนยาง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2548,< 2 - 540,7.8438991,98.2936186
หาดกะรน กะตะ หาดไนยาง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2545,<2 - 23,7.8438991,98.2936186
หาดกะรน กะตะ หาดไนยาง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2541,< 2 - 920,7.8438991,98.2936186
หาดกะรน กะตะ หาดไนยาง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2542,"< 2 - 2,400",7.8438991,98.2936186
หาดกะรน กะตะ หาดไนยาง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2543,"< 2 - 16,000",7.8438991,98.2936186
หาดกะรน กะตะ หาดไนยาง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2544,2 - 23,7.8438991,98.2936186
หาดกะรน กะตะ หาดไนยาง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2558,"<1.8 - 54,000",7.8438991,98.2936186
หาดกะรน กะตะ หาดไนยาง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2542,5.5 - 7.2,7.8438991,98.2936186
หาดกะรน กะตะ หาดไนยาง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2543,5.9 - 6.5,7.8438991,98.2936186
หาดกะรน กะตะ หาดไนยาง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2544,3.9 - 7.7,7.8438991,98.2936186
หาดกะรน กะตะ หาดไนยาง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2545,5.3 - 8.0,7.8438991,98.2936186
