location,คุณภาพน้ำทะเล,ปี,จำนวน,lat,lng,min,max,avg
ศรีราชา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2552,5.6 - 6.6,13.1641308,100.9216588,5.6 , 6.6,6.1
ศรีราชา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2553,4.92 - 6.3,13.1641308,100.9216588,4.92 , 6.3,5.61
ศรีราชา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2554,1.31 - 7.51,13.1641308,100.9216588,1.31 , 7.51,4.41
ศรีราชา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2555,1.27-5.36,13.1641308,100.9216588,1.27,5.36,3.315
ศรีราชา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2556,0.12 - 7.70,13.1641308,100.9216588,0.12 , 7.70,3.91
ศรีราชา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2557,4.40-5.87,13.1641308,100.9216588,4.40,5.87,5.135
ศรีราชา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2558,2.58 - 4.97,13.1641308,100.9216588,2.58 , 4.97,3.775
ศรีราชา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2541,6.0 - 7.5,13.1641308,100.9216588,6.0 , 7.5,6.75
หาดกะรน กะตะ หาดไนยาง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2542,5.5 - 7.2,7.8438991,98.2936186,5.5 , 7.2,6.35
หาดกะรน กะตะ หาดไนยาง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2543,5.9 - 6.5,7.8438991,98.2936186,5.9 , 6.5,6.2
หาดกะรน กะตะ หาดไนยาง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2544,3.9 - 7.7,7.8438991,98.2936186,3.9 , 7.7,5.8
หาดกะรน กะตะ หาดไนยาง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2545,         5.3 - 8.0,7.8438991,98.2936186,         5.3 ,8,6.65
หาดกะรน กะตะ หาดไนยาง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2546,6.4-6.6,7.8438991,98.2936186,6.4,6.6,6.5
หาดกะรน กะตะ หาดไนยาง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2547,4.0-6.8,7.8438991,98.2936186,4.0,6.8,5.4
หาดกะรน กะตะ หาดไนยาง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2548,4.7 - 7.0,7.8438991,98.2936186,4.7 , 7.0,5.85
หาดกะรน กะตะ หาดไนยาง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2549,6.6 - 7.5,7.8438991,98.2936186,6.6 , 7.5,7.05
หาดกะรน กะตะ หาดไนยาง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2550,6.4 - 12.1,7.8438991,98.2936186,6.4 ,12.1,9.25
หาดกะรน กะตะ หาดไนยาง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2551,6.36 - 7.54,7.8438991,98.2936186,6.36 , 7.54,6.95
หาดกะรน กะตะ หาดไนยาง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2552,6.21 - 6.92,7.8438991,98.2936186,6.21 , 6.92,6.565
หาดกะรน กะตะ หาดไนยาง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2553,6.09-6.96,7.8438991,98.2936186,6.09,6.96,6.525
หาดกะรน กะตะ หาดไนยาง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2554,6.3 - 7.2,7.8438991,98.2936186,6.3 , 7.2,6.75
หาดกะรน กะตะ หาดไนยาง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2555,5.35-6.06,7.8438991,98.2936186,5.35,6.06,5.705
หาดกะรน กะตะ หาดไนยาง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2556,5.09-7.33,7.8438991,98.2936186,5.09,7.33,6.21
หาดกะรน กะตะ หาดไนยาง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2557,4.05 - 6.55,7.8438991,98.2936186,4.05 , 6.55,5.3
หาดกะรน กะตะ หาดไนยาง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2558,5.7 - 9.97,7.8438991,98.2936186,5.7 ,9.97,7.835
หาดกะรน กะตะ หาดไนยาง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2541,5.4 - 7.6,7.8438991,98.2936186,5.4 , 7.6,6.5
หาดจอมเทียน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2551,6.2 - 6.85,12.8890915,100.8735725,6.2 ,6.85,6.525
หาดจอมเทียน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2552,5.55 - 7.21,12.8890915,100.8735725,5.55 , 7.21,6.38
หาดจอมเทียน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2553,3.73-6.43,12.8890915,100.8735725,3.73,6.43,5.08
หาดจอมเทียน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2554,5.05 - 5.60,12.8890915,100.8735725,5.05 , 5.60,5.325
หาดจอมเทียน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2542,6.4 - 6.8,12.8890915,100.8735725,6.4 , 6.8,6.6
หาดจอมเทียน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2543,6.0 - 6.7,12.8890915,100.8735725,6.0 , 6.7,6.35
หาดจอมเทียน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2544,3.6 - 4.8,12.8890915,100.8735725,3.6 , 4.8,4.2
หาดจอมเทียน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2545,         6.6 - 7.1,12.8890915,100.8735725,         6.6 ,    6.6 - 7.1,#VALUE!
หาดจอมเทียน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2546,6.1,12.8890915,100.8735725,6.1,6.1,6.1
หาดจอมเทียน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2547,6.2-8.3,12.8890915,100.8735725,6.2,8.3,7.25
หาดจอมเทียน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2548,8.3 - 8.5,12.8890915,100.8735725,8.3 , 8.5,8.4
หาดจอมเทียน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2549,6.2 - 6.9,12.8890915,100.8735725,6.2 , 6.9,6.55
หาดจอมเทียน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2550,6.3 - 8.0,12.8890915,100.8735725,6.3 , 8.0,7.15
หาดจอมเทียน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2541,5.3 - 6.6,12.8890915,100.8735725,5.3 , 6.6,5.95
หาดจอมเทียน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2555,4.48-5.77,12.8890915,100.8735725,4.48,5.77,5.125
หาดจอมเทียน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2556,-,12.8890915,100.8735725,,,#VALUE!
หาดจอมเทียน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2557,5.31 - 6.55,12.8890915,100.8735725,5.31 , 6.55,5.93
หาดจอมเทียน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2558,4.72 - 4.79,12.8890915,100.8735725,4.72 , 4.79,4.755
หาดป่าตอง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2543,5.9 - 6.7,7.8961957,98.2954147,5.9 , 6.7,6.3
หาดป่าตอง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2544,3.9 - 5.0,7.8961957,98.2954147,3.9 , 5.0,4.45
หาดป่าตอง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2545,4.5 - 5.0,7.8961957,98.2954147,4.5 , 5.0,4.75
หาดป่าตอง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2542,4.0 - 6.8,7.8961957,98.2954147,4.0 , 6.8,5.4
หาดป่าตอง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2547,5.3-7.2,7.8961957,98.2954147,5.3,7.2,6.25
หาดป่าตอง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2548,4.8 - 7.4,7.8961957,98.2954147,4.8 , 7.4,6.1
หาดป่าตอง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2549,6.5 - 8.3,7.8961957,98.2954147,6.5 , 8.3,7.4
หาดป่าตอง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2546,6.4-11,7.8961957,98.2954147,6.4,-11,-2.3
หาดป่าตอง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2541,5.0 - 7.2,7.8961957,98.2954147,5.0 , 7.2,6.1
หาดป่าตอง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2555,5.25-5.90,7.8961957,98.2954147,5.25,5.90,5.575
หาดป่าตอง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2556,5.63-6.53,7.8961957,98.2954147,5.63,6.53,6.08
หาดป่าตอง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2557,5.51 - 7.89,7.8961957,98.2954147,5.51 , 7.89,6.7
หาดป่าตอง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2558,5.6 - 8.42,7.8961957,98.2954147,5.6 ,8.42,7.01
หาดป่าตอง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2550,6.6 - 8.7,7.8961957,98.2954147,6.6 , 8.7,7.65
หาดป่าตอง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2551,6.18 - 7.03,7.8961957,98.2954147,6.18 , 7.03,6.605
หาดป่าตอง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2552,6.13 - 6.7,7.8961957,98.2954147,6.13 ,6.7,6.415
หาดป่าตอง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2553,6.17-7.37,7.8961957,98.2954147,6.17,7.37,6.77
หาดป่าตอง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2554,6.0 - 6.7,7.8961957,98.2954147,6.0 , 6.7,6.35
หาดพัทยา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2542,6.7 - 7.4,12.969526,100.8848028,6.7 , 7.4,7.05
หาดพัทยา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2543,6.1 - 7.0,12.969526,100.8848028,6.1 , 7.0,6.55
หาดพัทยา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2544,4.0 - 6.0,12.969526,100.8848028,4.0 , 6.0,5
หาดพัทยา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2545,6.3 - 6.5,12.969526,100.8848028,6.3 , 6.5,6.4
หาดพัทยา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2546,5.3-7.9,12.969526,100.8848028,5.3,7.9,6.6
หาดพัทยา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2547,5.4-6.9,12.969526,100.8848028,5.4,6.9,6.15
หาดพัทยา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2548,8.0 - 8.7,12.969526,100.8848028,8.0 , 8.7,8.35
หาดพัทยา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2549,5.7 - 7.5,12.969526,100.8848028,5.7 , 7.5,6.6
หาดพัทยา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2550,5.8 - 7.6,12.969526,100.8848028,5.8 , 7.6,6.7
หาดพัทยา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2551,5.3 - 6.81,12.969526,100.8848028,5.3 ,6.81,6.055
หาดพัทยา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2552,5.64 - 6.59,12.969526,100.8848028,5.64 , 6.59,6.115
หาดพัทยา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2553,3.70-5.74,12.969526,100.8848028,3.70,5.74,4.72
หาดพัทยา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2554,3.97 - 5.53,12.969526,100.8848028,3.97 , 5.53,4.75
หาดพัทยา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2555,5.19-6.42,12.969526,100.8848028,5.19,6.42,5.805
หาดพัทยา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2556,3.68-4.61,12.969526,100.8848028,3.68,4.61,4.145
หาดพัทยา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2557,5.81 - 6.59,12.969526,100.8848028,5.81 , 6.59,6.2
หาดพัทยา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2558,4.26 - 5.41,12.969526,100.8848028,4.26 , 5.41,4.835
หาดพัทยา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2541,5.2 - 6.7,12.969526,100.8848028,5.2 , 6.7,5.95
หาดแม่รำพึง - แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2541,3.5 - 5.7,12.6490507,101.6205738,3.5 , 5.7,4.6
หาดแม่รำพึง - แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2542,5.4 - 13.1,12.6490507,101.6205738,5.4 ,13.1,9.25
หาดแม่รำพึง - แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2544,2.7 - 6.7,12.6490507,101.6205738,2.7 , 6.7,4.7
หาดแม่รำพึง - แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2545,6.4 - 6.8,12.6490507,101.6205738,6.4 , 6.8,6.6
หาดแม่รำพึง - แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2546,6.1,12.6490507,101.6205738,6.1,6.1,6.1
หาดแม่รำพึง - แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2543,4.1 - 8.1,12.6490507,101.6205738,4.1 , 8.1,6.1
หาดแม่รำพึง - แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2552,5.83 - 6.64,12.6490507,101.6205738,5.83 , 6.64,6.235
หาดแม่รำพึง - แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2553,3.70-6.70,12.6490507,101.6205738,3.70,6.70,5.2
หาดแม่รำพึง - แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2554,4.97 - 7.51,12.6490507,101.6205738,4.97 , 7.51,6.24
หาดแม่รำพึง - แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2555,4.56-6.83,12.6490507,101.6205738,4.56,6.83,5.695
หาดแม่รำพึง - แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2556,4.46,12.6490507,101.6205738,4.46,4.46,4.46
หาดแม่รำพึง - แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2557,6.16 - 7.00,12.6490507,101.6205738,6.16 , 7.00,6.58
หาดแม่รำพึง - แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2558,5.53 - 6.26,12.6490507,101.6205738,5.53 , 6.26,5.895
หาดแม่รำพึง - แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2547,6.0-7.1,12.6490507,101.6205738,6.0,7.1,6.55
หาดแม่รำพึง - แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2548,6.3 - 8.6,12.6490507,101.6205738,6.3 , 8.6,7.45
หาดแม่รำพึง - แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2549,6.3 - 7.6,12.6490507,101.6205738,6.3 , 7.6,6.95
หาดแม่รำพึง - แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2550,6.2 - 7.9,12.6490507,101.6205738,6.2 , 7.9,7.05
หาดแม่รำพึง - แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2551,6.0 - 6.79,12.6490507,101.6205738,6.0 ,6.79,6.395
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2542,5.2 - 7.4,12.8031885,99.9874748,5.2 , 7.4,6.3
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2543,6.0 - 7.7,12.8031885,99.9874748,6.0 , 7.7,6.85
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2544,3.4 - 6.5,12.8031885,99.9874748,3.4 , 6.5,4.95
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2545,6.0 - 6.8,12.8031885,99.9874748,6.0 , 6.8,6.4
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2546,6.1-6.4,12.8031885,99.9874748,6.1,6.4,6.25
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2547,6.1-6.7,12.8031885,99.9874748,6.1,6.7,6.4
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2548,5.8 - 6.8,12.8031885,99.9874748,5.8 , 6.8,6.3
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2549,6.3 - 6.9,12.8031885,99.9874748,6.3 , 6.9,6.6
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2550,6.2 - 7.6,12.8031885,99.9874748,6.2 , 7.6,6.9
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2551,6.80 - 7.67,12.8031885,99.9874748,6.80 , 7.67,7.235
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2552,6.18 - 6.57,12.8031885,99.9874748,6.18 , 6.57,6.375
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2553,3.34-6.30,12.8031885,99.9874748,3.34,6.30,4.82
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2554,4.42 - 5.72,12.8031885,99.9874748,4.42 , 5.72,5.07
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2555,5.07-5.56,12.8031885,99.9874748,5.07,5.56,5.315
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2556,0.13-4.76,12.8031885,99.9874748,0.13,4.76,2.445
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2557,5.76 - 6.35,12.8031885,99.9874748,5.76 , 6.35,6.055
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2558,5.45 - 5.91,12.8031885,99.9874748,5.45 , 5.91,5.68
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2541,4.3 - 7.1,12.8031885,99.9874748,4.3 , 7.1,5.7
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2543,5.8 - 8.3,12.575789,99.9664711,5.8 , 8.3,7.05
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2542,6.3 - 7.6,12.575789,99.9664711,6.3 , 7.6,6.95
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2551,6.55 - 8.50,12.575789,99.9664711,6.55 , 8.50,7.525
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2552,5.5 - 8.13,12.575789,99.9664711,5.5 ,8.13,6.815
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2553,2.23-7.00,12.575789,99.9664711,2.23,7.00,4.615
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2554,3.45 - 6.34,12.575789,99.9664711,3.45 , 6.34,4.895
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2555,5.15-6.68,12.575789,99.9664711,5.15,6.68,5.915
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2556,2.55-6.02,12.575789,99.9664711,2.55,6.02,4.285
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2544,3.5 - 8.1,12.575789,99.9664711,3.5 , 8.1,5.8
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2545,6.1 - 6.4,12.575789,99.9664711,6.1 , 6.4,6.25
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2546,6.3-7.1,12.575789,99.9664711,6.3,7.1,6.7
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2547,6.0-7.8,12.575789,99.9664711,6.0,7.8,6.9
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2548,6.2 - 7.3,12.575789,99.9664711,6.2 , 7.3,6.75
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2549,5.3 - 7.4,12.575789,99.9664711,5.3 , 7.4,6.35
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2550,5.4 - 6.7,12.575789,99.9664711,5.4 , 6.7,6.05
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2541,5.8 - 7.3,12.575789,99.9664711,5.8 , 7.3,6.55
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2557,4.63 - 6.70,12.575789,99.9664711,4.63 , 6.70,5.665
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2558,3.77 - 5.88,12.575789,99.9664711,3.77 , 5.88,4.825
หาดบางแสน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2541,4.7 - 6.8,13.27732,100.949833,4.7 , 6.8,5.75
หาดบางแสน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2542,7.1 - 8.6,13.27732,100.949833,7.1 , 8.6,7.85
หาดบางแสน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2544,3.5 - 7.4,13.27732,100.949833,3.5 , 7.4,5.45
หาดบางแสน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2545,5.2 - 6.2,13.27732,100.949833,5.2 , 6.2,5.7
หาดบางแสน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2546,6.4-7.4,13.27732,100.949833,6.4,7.4,6.9
หาดบางแสน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2543,6.3 - 6.7,13.27732,100.949833,6.3 , 6.7,6.5
หาดบางแสน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2555,6.09-6.41,13.27732,100.949833,6.09,6.41,6.25
หาดบางแสน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2556,3.45-7.02,13.27732,100.949833,3.45,7.02,5.235
หาดบางแสน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2557,5.90 - 6.50,13.27732,100.949833,5.90 , 6.50,6.2
หาดบางแสน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2558,5.25 - 7.56,13.27732,100.949833,5.25 , 7.56,6.405
หาดบางแสน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2550,6.6 - 7.8,13.27732,100.949833,6.6 , 7.8,7.2
หาดบางแสน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2547,3.9-7.8,13.27732,100.949833,3.9,7.8,5.85
หาดบางแสน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2548,4.6 - 5.7,13.27732,100.949833,4.6 , 5.7,5.15
หาดบางแสน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2549,6.4 - 7.8,13.27732,100.949833,6.4 , 7.8,7.1
หาดบางแสน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2554,4.47 - 6.49,13.27732,100.949833,4.47 , 6.49,5.48
หาดบางแสน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2551,6.3 - 7.02,13.27732,100.949833,6.3 ,7.02,6.66
หาดบางแสน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2552,6.38 - 6.97,13.27732,100.949833,6.38 , 6.97,6.675
หาดบางแสน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2553,4.73-8.03,13.27732,100.949833,4.73,8.03,6.38
สุราษฎร์ธานี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2541,4.6 - 6.8,9.1382389,99.3217483,4.6 , 6.8,5.7
สุราษฎร์ธานี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2542,4.6 - 8.4,9.1382389,99.3217483,4.6 , 8.4,6.5
สุราษฎร์ธานี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2543,3.4 - 8.0,9.1382389,99.3217483,3.4 , 8.0,5.7
สุราษฎร์ธานี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2544,0.4 - 7.2,9.1382389,99.3217483,0.4 , 7.2,3.8
สุราษฎร์ธานี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2545,5.8 - 7.4,9.1382389,99.3217483,5.8 , 7.4,6.6
สุราษฎร์ธานี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2546,5.5-7.6,9.1382389,99.3217483,5.5,7.6,6.55
สุราษฎร์ธานี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2547,4.7-7.6,9.1382389,99.3217483,4.7,7.6,6.15
สุราษฎร์ธานี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2548,7.5 - 8.8,9.1382389,99.3217483,7.5 , 8.8,8.15
สุราษฎร์ธานี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2549,5.5 - 8.5,9.1382389,99.3217483,5.5 , 8.5,7
สุราษฎร์ธานี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2551,5.22 - 7.89,9.1382389,99.3217483,5.22 , 7.89,6.555
สุราษฎร์ธานี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2552,5.22 - 7.5,9.1382389,99.3217483,5.22 ,- 7.5,-1.14
สุราษฎร์ธานี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2553,4.18-9.20,9.1382389,99.3217483,4.18,9.20,6.69
สุราษฎร์ธานี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2554,5.0 - 8.0,9.1382389,99.3217483,5.0 , 8.0,6.5
สุราษฎร์ธานี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2555,3.80-7.50,9.1382389,99.3217483,3.80,7.50,5.65
สุราษฎร์ธานี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2556,4.18-6.41,9.1382389,99.3217483,4.18,6.41,5.295
สุราษฎร์ธานี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2557,4.93 - 8.74,9.1382389,99.3217483,4.93 , 8.74,6.835
สุราษฎร์ธานี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2558,3.05 - 7.84,9.1382389,99.3217483,3.05 , 7.84,5.445
อ่าวชลบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2541,4.0 - 5.0,13.115756,100.9170616,4.0 , 5.0,4.5
อ่าวชลบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2542,4.8 - 6.8,13.115756,100.9170616,4.8 , 6.8,5.8
อ่าวชลบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2543,5.6 - 7.9,13.115756,100.9170616,5.6 , 7.9,6.75
อ่าวชลบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2544,4.6 - 6.2,13.115756,100.9170616,4.6 , 6.2,5.4
อ่าวชลบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2545,5.4 - 8.0,13.115756,100.9170616,5.4 , 8.0,6.7
อ่าวชลบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2546,5.5-6.9,13.115756,100.9170616,5.5,6.9,6.2
อ่าวชลบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2547,6.9-9.3,13.115756,100.9170616,6.9,9.3,8.1
อ่าวชลบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2548,5.2 - 6.0,13.115756,100.9170616,5.2 , 6.0,5.6
อ่าวชลบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2549,5.2 - 8.1,13.115756,100.9170616,5.2 , 8.1,6.65
อ่าวชลบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2550,5.6 - 6.6,13.115756,100.9170616,5.6 , 6.6,6.1
อ่าวชลบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2551,4.92 - 6.3,13.115756,100.9170616,4.92 ,- 6.3,-0.69
